"","window","WAAPIL0003.adjusted.R2","TCATCH0006.adjusted.R2","WAAGAS0002.adjusted.R2","NSAMDD0014.adjusted.R2","NTAGFU0021.adjusted.R2","NSANSS0001.adjusted.R2","SATSTP0005.adjusted.R2","QDASSD0015.adjusted.R2","NTAFIN0002.adjusted.R2","NSANAN0002.adjusted.R2","QDAEIU0010.adjusted.R2"
"1",1,-0.000525692811705447,0.00489174922974067,-0.00106784404391691,-0.000286327839122968,0.0103210167463044,0.00195267780796904,0.00276407084510344,-0.000407940886202329,0.00350833600311085,0.00036784486662178,0.000877550463982746
"2",6,0.001207645302303,0.00662729469156687,-0.00104060629638414,-0.00112674665822188,0.0251924590486072,-0.00104925376862552,0.0012512564090541,0.00400379909022142,0.0113334142360191,0.00340898443535298,0.0467381946064062
"3",11,0.00799873556058195,3.24619209425281e-05,0.00998306996517329,-0.000734771930992695,0.0404840668513279,-0.000396980484823395,-0.000896853431506139,0.014871092546453,0.0458266328820157,0.00272338193147381,0.0847631621464082
"4",16,0.0186711162072244,-4.18389696879018e-05,0.0234416253956459,0.00161101300760658,0.0598332220067547,0.00304424942724379,0.00425394973129567,0.0296877503523305,0.0742517616807408,0.00297306641859318,0.123408691357007
"5",21,0.0313218655574207,-0.000941572397619161,0.051554233350471,0.00274672590536484,0.0793088238459813,0.00374569963419225,0.0133148092638342,0.0487488405454216,0.11717139900515,0.0052426253777661,0.170298280335774
"6",26,0.0398496171261196,-0.000498743396526224,0.090644144748815,0.00756883817079512,0.109878724615466,0.0056908844582878,0.0308676051608597,0.0865552785860919,0.166289382983288,0.00844364307445467,0.216260326760233
"7",31,0.0527747345372379,-0.000684387063297542,0.128269997526451,0.013611604063778,0.136322966203868,0.00985538024057131,0.0540352569981234,0.113852486413033,0.225279063054636,0.0106112825107044,0.247109162563897
"8",36,0.07647861099895,0.000558744420049107,0.157846874718379,0.0126423611572266,0.159338645679821,0.0107437765371431,0.0744796345688234,0.146298541705859,0.270481150738501,0.0119519691992835,0.264309843482416
"9",41,0.0830164441680594,0.000473180307127397,0.200558794684756,0.0188339594610498,0.195419804706137,0.0106269900956919,0.0865850492121757,0.190512526058029,0.313041378972145,0.011588531931606,0.298395880929782
"10",46,0.0965014989581419,0.000798582807498893,0.225243688381887,0.0209502175199977,0.230368100291892,0.0124195735497217,0.103760951389293,0.211979856966165,0.359582212271344,0.0133109504112916,0.319268243791668
"11",51,0.115540370052924,0.00176631734905897,0.257837765459754,0.0231225472032404,0.261193007838506,0.0145347292730698,0.115734977030905,0.245888480925387,0.396825256710236,0.0157062658125686,0.3523178029246
"12",56,0.129092210746449,0.00180767506048563,0.284672204437794,0.0281014760728746,0.293392505044452,0.0168905514455403,0.131824950386962,0.274576760015058,0.416449129064324,0.0165837916690904,0.381215507085851
"13",61,0.139706475758553,0.002387477018993,0.302273021075339,0.0290052376554253,0.323218259579004,0.019222766033803,0.149498811844625,0.292645361147655,0.438548937934423,0.0205856142470928,0.399884480569754
"14",66,0.162081571364764,0.00250309735530063,0.321059233412201,0.0312164916707303,0.352603181967292,0.0229154700021178,0.162247646746369,0.323104242343424,0.452288171050734,0.0223048233017441,0.42489765027665
"15",71,0.171035569919355,0.00213428140982996,0.344335468406614,0.0326023830582021,0.37715242949381,0.0273871997458019,0.168996858611456,0.332258724297631,0.471787235520655,0.025460900062745,0.437504279085074
"16",76,0.18473148635553,0.00188844050075465,0.354474394653846,0.0343931365926965,0.400026057854535,0.0311088980955331,0.184166433205903,0.341361928188273,0.497349617268144,0.0305127440568054,0.452463004782634
"17",81,0.202617580953674,0.00176497390658525,0.365926747634382,0.0408808664954157,0.42072315461344,0.031096072902734,0.193626542427419,0.348479569619037,0.49961837773564,0.0331896894131916,0.469048202341969
"18",86,0.221281622692544,0.00319538724541424,0.375513131802922,0.0406828166812047,0.440560115146185,0.0334347551124364,0.204491105699655,0.350763020562441,0.501280183225166,0.0349976987527439,0.483723726688062
"19",91,0.230804799901107,0.00496455567315002,0.384126854234505,0.0426300269039096,0.458264254515633,0.032651933410179,0.217346887642927,0.360394237422232,0.516184572443248,0.0382276113579694,0.496955354528016
"20",96,0.243675437949364,0.00634836882486434,0.396660477222412,0.0442737396662291,0.477217310553601,0.034112431292548,0.21818317194582,0.363936390627744,0.523403144809742,0.0418592516700753,0.504246235073211
"21",101,0.258209611754494,0.00793401166902641,0.402848925839606,0.0468706855683634,0.492829088189329,0.0366921439742967,0.210208907170922,0.370885128148963,0.528983113141717,0.0446454712706212,0.513649552780629
"22",106,0.269987399113938,0.00822476997008459,0.410731287053073,0.0499249525727959,0.504452772155598,0.0359295490861959,0.219824681856955,0.367428304442052,0.54272136611211,0.0481490738937284,0.518332160489506
"23",111,0.27732010929946,0.00870896364341001,0.419789012823574,0.0535097676821411,0.519821954273103,0.0419562642441583,0.225898201885861,0.365180035167984,0.551989265010674,0.055857261441147,0.523303990109079
"24",116,0.289860359791271,0.00940981463956836,0.421688449363243,0.0539027690936321,0.531489958938365,0.0470442705618679,0.22832610161902,0.367516730079454,0.554993881945241,0.061045305376036,0.527187862562813
"25",121,0.296241186692296,0.0101839706046789,0.422556152976989,0.0562353218913589,0.54227734566841,0.0477006320105852,0.24325158963526,0.369720403904156,0.556091759910485,0.0634157081534965,0.526110703327096
"26",126,0.303562218346462,0.0123594456268096,0.424318025567028,0.0564128953927636,0.548550914688398,0.0541550347729581,0.247059466714102,0.363298063420315,0.548666003612678,0.0693149460338851,0.520650696671661
"27",131,0.320414827649075,0.0126567114682112,0.433666303193542,0.058326663164732,0.552753061263893,0.0574920582871316,0.243962862152039,0.367169496490988,0.546545965166221,0.0757528212786261,0.522607750975196
"28",136,0.328385780153943,0.0120702534408039,0.433578549745944,0.0633251969173171,0.556369302717271,0.0645624729118826,0.247233048034642,0.361666638707695,0.546466151597083,0.0789355284860831,0.525539021512274
"29",141,0.330555329985864,0.0127547806600375,0.433893429296336,0.0679019657551062,0.557589699740297,0.0668735227845545,0.254104871553146,0.357874296088829,0.537168538486323,0.0849894242171444,0.522636164382882
"30",146,0.342197877700944,0.0125149547717214,0.434232195319549,0.0681450272341946,0.554662147550186,0.0697228459408302,0.256452552047765,0.359498143007452,0.534079230372548,0.0899224369365599,0.515341923331686
"31",151,0.346579726612247,0.0141322310788259,0.429331134460422,0.0752522497402651,0.554871011802072,0.0768045809078662,0.255204111665614,0.358310271832383,0.538104925742563,0.0958263808199127,0.508869469054622
"32",156,0.350711314515958,0.0156824703114004,0.424811270271814,0.0792977567458264,0.552652842298036,0.0781021484216997,0.264066599812562,0.359096083411891,0.536901176551342,0.0990513365994664,0.508055123841269
"33",161,0.358702766297443,0.0162206911602689,0.41877680810498,0.078493573192485,0.546939571672607,0.0796719614133777,0.270284461902052,0.361574548444927,0.534623445243277,0.103197806524837,0.50248679603332
"34",166,0.362558047191693,0.0168551958953423,0.41692502226333,0.0828866511357856,0.545935501273231,0.0846853829331238,0.273055406080295,0.357044125348956,0.533523719590029,0.109479215933936,0.496791165299424
"35",171,0.368515973723994,0.0171902854236627,0.415054451742437,0.0879312260907429,0.541860009004531,0.0896443344059052,0.282190548313877,0.352965061307418,0.532280229347777,0.114759046747808,0.489952636063202
"36",176,0.37426155651675,0.0167855346638344,0.406910990586521,0.0887040637412435,0.536969217005007,0.0979545868802649,0.290339056648416,0.346606238554766,0.524800473757085,0.118475327162151,0.47438307847217
"37",181,0.379252793597371,0.0178028969855826,0.394181446381508,0.0942503404597416,0.533246984916215,0.101580981004224,0.290400378768067,0.339115330121664,0.516050551449203,0.120493017676849,0.461890963846814
"38",186,0.386152031619203,0.0166757397688497,0.389621465455847,0.102716721434274,0.526043548730863,0.103456538205947,0.297473230197676,0.33262542469007,0.510317885198196,0.126765130582433,0.455179867889618
"39",191,0.385594887850309,0.0167746505527032,0.377123297249975,0.10587503898651,0.516643638757443,0.10985773975851,0.300909942339206,0.327029537189536,0.503983793018578,0.133259301049686,0.441011083957538
"40",196,0.392723017467437,0.0177855877969045,0.370435891699479,0.112745826467786,0.508353667594613,0.112534595052243,0.299859874246816,0.31676051395607,0.500187580202892,0.132502289319267,0.424451983236593
"41",201,0.398690207926569,0.0181090582303898,0.362646026494893,0.115885604225947,0.503410975586614,0.116874776226027,0.308166552397855,0.313984195690396,0.501597209383226,0.132619147396677,0.413257189414659
"42",206,0.400521003457252,0.0184789019346582,0.349609231256824,0.119655419744786,0.494220779339483,0.119505339780917,0.309797756362554,0.308347806462023,0.493938472150586,0.13361615832841,0.397033981669677
"43",211,0.408632022708441,0.0175199236480011,0.338539212578523,0.126806153489425,0.482673823175246,0.123553543845659,0.321078434758679,0.306554534901569,0.481438762573288,0.132980647960915,0.383561281660257
"44",216,0.413124806423292,0.0174062659767407,0.32687927165409,0.133849948155353,0.4750571497447,0.132537823242247,0.324409400816406,0.30393556820661,0.479112500704281,0.137800750779543,0.372136652850356
"45",221,0.411754602793034,0.0180138842534016,0.316514249140235,0.139796754970407,0.466324008810391,0.13350796174598,0.327794065195728,0.294236752119995,0.468772063832916,0.139217303501505,0.354583531756712
"46",226,0.415968263050994,0.0170273474966998,0.306995235166426,0.145054446899696,0.451765007927773,0.143462903820502,0.322666040713116,0.296833366909324,0.457263941843658,0.142571572492494,0.341936730221848
"47",231,0.415467767018749,0.0160036515768568,0.297960498861924,0.149136752351881,0.441445685535116,0.150152482450075,0.316130741932456,0.29305848243401,0.452757893689438,0.147168184908397,0.329545117327923
"48",236,0.413241831389046,0.014293880473762,0.290008587141192,0.153728801711985,0.429830030322495,0.15347805402675,0.315804006975982,0.28886105648377,0.441077510197311,0.144573284698055,0.312483908779397
"49",241,0.416708887858576,0.0134640381133203,0.278499801336081,0.15901049139383,0.410576685829347,0.158773778220246,0.317971472566964,0.282913035779239,0.433740440256982,0.147903039501706,0.296203036844771
"50",246,0.415945610051548,0.0118618730814918,0.267792877014182,0.16030980270267,0.399578688119923,0.165619992551848,0.311311039699987,0.274595798153527,0.425695781898507,0.150361486059021,0.284005516454207
"51",251,0.413072488113253,0.0126012685923932,0.263326513189752,0.163874731345803,0.387302649648812,0.171663497762753,0.318580006835348,0.269113703338495,0.417976353038759,0.154547813371906,0.269675119930447
"52",256,0.413487391831723,0.0136261601481296,0.250470988312049,0.169898852793368,0.371463143987259,0.182464190727008,0.318516300917354,0.260533238290863,0.4112395476894,0.1558353459128,0.255770651959015
"53",261,0.412009684094626,0.0124677754534118,0.236586988109169,0.172740979063179,0.359383431268839,0.189487433240912,0.318299422120863,0.253574930974678,0.403862015939808,0.157558933312992,0.240619696563082
"54",266,0.412157813724757,0.0117062434712437,0.229610317850544,0.177706525957147,0.345754490724841,0.195069200487187,0.321057338737528,0.248538325618174,0.399246751880084,0.16053139743493,0.226954477412075
"55",271,0.409002693507954,0.0117983083784799,0.219344950092638,0.179591030952226,0.324522815373964,0.195116147555468,0.320628899579297,0.238643620852108,0.38971851408019,0.160873474302061,0.215855476648297
"56",276,0.408625875060167,0.0118311585600268,0.210515322213108,0.185712452647473,0.310100786568864,0.195077116165344,0.315814083175684,0.233781449038564,0.381844930979608,0.161579329651805,0.20640123567749
"57",281,0.41102627806244,0.0110646316313507,0.200502224434637,0.183384274418456,0.297650138072678,0.205346654854,0.314309396467389,0.229168013528513,0.377811989463842,0.161928671241591,0.195953274551685
"58",286,0.404017348753052,0.0131136356093964,0.19451469706757,0.188357074197115,0.281278399555469,0.20973977906476,0.313384702970427,0.222568526000354,0.367202784207176,0.164597359601009,0.184896405572964
"59",291,0.405140610086309,0.0132477013442448,0.190986355618188,0.191228042299825,0.267772502755622,0.215869361952406,0.311401571601308,0.216971384985167,0.362741446119677,0.164475690505844,0.177578188606549
"60",296,0.406685237318265,0.0121763984222751,0.17755445253474,0.195353647880827,0.257270565128516,0.220168767164138,0.311472888503686,0.210725222280771,0.357743404604045,0.164735993279409,0.168455809326099
"61",301,0.399931080371737,0.0112524720565369,0.171907665147493,0.197884242493669,0.243020581609475,0.225901990621005,0.313968241133723,0.202961998615438,0.352787721247459,0.163154469247391,0.160338743047778
"62",306,0.399301145917927,0.0112814145880417,0.16731091242501,0.203174627324017,0.230887145808983,0.231974807958482,0.310672715915166,0.198053559336391,0.345919457898888,0.165030830345297,0.153161217302593
"63",311,0.395312852648726,0.0114499821588719,0.159195381357798,0.203114082422579,0.220724168259073,0.234719156628215,0.303878475648015,0.190932403271007,0.344007552656779,0.165279660119167,0.145137890721076
"64",316,0.394085684681835,0.011544470115969,0.153067239947131,0.20378858748902,0.212023348892744,0.235447678950235,0.310033769379293,0.183208301008108,0.33794071385874,0.164211343604149,0.140316279355477
"65",321,0.395143896910267,0.0118925943277418,0.146889440865346,0.205635699752615,0.200681596141493,0.235423582106954,0.307409147660461,0.174876293416046,0.332572971092347,0.163594594889508,0.137837996741791
"66",326,0.394263876420835,0.0106707118967664,0.137000634643944,0.204062748771342,0.191538442519787,0.234174632331962,0.30433856341904,0.171374466522576,0.322567306992777,0.164462544629557,0.137726119765493
"67",331,0.391737054236032,0.00990979855009955,0.130928680195295,0.206436756345048,0.186875644786742,0.239302119758484,0.305905805680301,0.165801183356493,0.318569193250548,0.161467189161935,0.136550628201331
"68",336,0.390537384507621,0.00990422647881639,0.124265485693395,0.20881848400361,0.178970896039917,0.247145050770832,0.303251164439715,0.163167401855239,0.310663696728371,0.161672113468886,0.137432976339248
"69",341,0.391193427996175,0.00931197331772471,0.119220987679017,0.211249068866264,0.173339051113362,0.246853307092936,0.291819669377487,0.162878175226816,0.301749367115643,0.162295699266931,0.138892292351359
"70",346,0.3912951317931,0.00903904607906292,0.113564225413512,0.211922722594673,0.17322319216537,0.250073608588485,0.291737334306455,0.15970875497357,0.298079973513377,0.161450245401051,0.1400750412331
"71",351,0.390686117373279,0.00957180195616658,0.110449112386591,0.214148556913806,0.16989398225423,0.250114015450089,0.290800822958314,0.153999371873944,0.293287466685488,0.163182990400868,0.143594922507214
"72",356,0.395815210146674,0.00911818429661726,0.108939504790653,0.213312595238776,0.167682177210265,0.251795275622354,0.288582899212185,0.156183038306121,0.289110350874872,0.165785746848955,0.147648550634645
"73",361,0.398802605351827,0.00871613609759803,0.10600637636122,0.215177433960569,0.174356031112423,0.252540233852752,0.286817830381138,0.156175311939216,0.29197777530465,0.16656023090286,0.1559416438745
"74",366,0.398683005470747,0.00850376325907087,0.104925986269933,0.21831111691858,0.176094351009513,0.258206686993847,0.287622703711663,0.155160548889104,0.290739033901946,0.166482616676723,0.163671784091181
"75",371,0.398081039465318,0.00748875237853608,0.103448558822165,0.219195916754173,0.179139005797044,0.262100509789961,0.282334211485933,0.153862296287366,0.289966907066518,0.166643876209829,0.173408703809536
"76",376,0.403069932979269,0.00699779490188723,0.103312269044145,0.221456224258704,0.189987059530927,0.260603704057668,0.277030135143505,0.151624748457204,0.295531179700042,0.16446893819333,0.1847287642177
"77",381,0.400601548606489,0.00888113010444669,0.104220120671324,0.224071096942756,0.195617662516659,0.262673090384559,0.278572966920045,0.149651915821731,0.293829158102077,0.165903887816919,0.195320686343739
"78",386,0.403935659508113,0.00908807146702462,0.108320201612936,0.224421176231923,0.203699765291691,0.257719500437974,0.27669439626401,0.146402541316138,0.293646759224965,0.165680759056227,0.205102598170227
"79",391,0.409272844335823,0.0095526149611167,0.108594442434004,0.227014039540375,0.215782076705729,0.257128542712578,0.278639147777294,0.145005129829717,0.296646137244317,0.166431458298577,0.215721266925417
"80",396,0.41246580088616,0.00979238171087249,0.113687777618248,0.227585274857471,0.226570785605689,0.259244125520954,0.281092191311077,0.14588968710011,0.295238503901297,0.166387552831629,0.22624321108392
"81",401,0.419724827058308,0.0101832947365389,0.117845461321506,0.227526203264229,0.24076222058793,0.258153877019041,0.281114994279077,0.150546430021012,0.295863621818927,0.166929246110173,0.245795126134354
"82",406,0.424608323944978,0.0105078116361772,0.119887141173892,0.230627784399605,0.254654466960806,0.257724315310273,0.280627169837234,0.153798068013778,0.298841869748881,0.169148646268681,0.26162208187894
"83",411,0.429012431512176,0.0122131657372053,0.126370789063154,0.230715159710643,0.268435181177497,0.257770158310634,0.28270618453337,0.157622919214896,0.29767399831664,0.16854966581852,0.275493887646763
"84",416,0.433830969434492,0.0113375486791748,0.132929171412144,0.232154197043176,0.280820101247122,0.253519801637994,0.279012289419183,0.160090110241781,0.301986115910809,0.169293083684542,0.284440998921817
"85",421,0.434319505270591,0.011672830601665,0.142470895703228,0.234591039416943,0.294140896365956,0.254517462681419,0.277842307470535,0.163545314893874,0.306507415834295,0.172265044258323,0.294939950166241
"86",426,0.435129630700023,0.0109464587287789,0.146738254428078,0.236560186071735,0.3105997212403,0.25323576301344,0.277758816543068,0.165572981042285,0.309282637824454,0.170865983767997,0.305727268049076
"87",431,0.437244117361636,0.0112316061234972,0.153629942737099,0.238791946919456,0.325099457516624,0.250361103188406,0.278716615655715,0.168077080289461,0.309864937135452,0.169627667462232,0.318523183562395
"88",436,0.437545424029594,0.0118493501113721,0.164838297446249,0.237901721354027,0.33389195792592,0.250128909407264,0.279718215802725,0.166525174424972,0.30812378226635,0.172982673367177,0.328609561482032
"89",441,0.437101346202874,0.0124497316541123,0.172462094638556,0.241276999379263,0.350151425774019,0.24661817890116,0.282903367598998,0.168449320786304,0.311743141210975,0.174113132265088,0.336182512429017
"90",446,0.441390314544735,0.0128011538750716,0.179025062588098,0.242808799724735,0.362373684131962,0.245356020475404,0.281886733398814,0.167514009844993,0.3110162576554,0.175720669275569,0.345089081224933
"91",451,0.439891516525755,0.0123553642281863,0.185054013600663,0.242324567739872,0.370366562180006,0.246700474344457,0.279465005340978,0.16731794185918,0.309576351408518,0.176915652961098,0.353739616663815
"92",456,0.440724168181922,0.0126112167771888,0.19074995955785,0.246440723362024,0.382778911543275,0.247719916287204,0.277812296015453,0.167561527643134,0.310404474551607,0.175912525182557,0.364180123923695
"93",461,0.439202935566835,0.0137292933404493,0.19558830702822,0.248123009548012,0.389488984152992,0.247214867705391,0.279654179556686,0.164728700422994,0.309007084359178,0.17827555612939,0.374068824724301
"94",466,0.438421763081517,0.0128001009402413,0.19954737824485,0.245990564653228,0.391525568852776,0.245016524605945,0.282201069753936,0.162979670749567,0.309531868561641,0.176627787892587,0.377233623468023
"95",471,0.436177021262344,0.0121661503434548,0.207205026044148,0.248317294808992,0.396023881854356,0.239727136086597,0.281143701021964,0.162325815864661,0.306957493482069,0.177611135143249,0.379954884759211
"96",476,0.432415752152735,0.0137946917536668,0.212724620553224,0.251585599958936,0.398244592838482,0.235282209630039,0.280371053351078,0.157796496099438,0.3022038138225,0.179623401331482,0.384960611168513
"97",481,0.431596207644703,0.0145067990588252,0.214988580916003,0.253567063083804,0.39922944400908,0.236275141566814,0.280944401124947,0.157111554330183,0.298272564578203,0.181917498472083,0.385960155324938
"98",486,0.426622184873648,0.0157396512703685,0.219370672115229,0.255087780799127,0.400765984125352,0.23675830099417,0.280333079697412,0.155243750245648,0.296465096170494,0.18599826107992,0.389886314110596
"99",491,0.420629328241344,0.0159585625767371,0.221353596817246,0.256156797541746,0.399846993544322,0.2326770530322,0.277904393696003,0.153801716139984,0.296002562221517,0.191455682428696,0.392364216139861
"100",496,0.419033422944057,0.0160989227940596,0.224481900343138,0.259357290804919,0.397870273119594,0.230772141589474,0.276874961556298,0.153216195416703,0.292030230755374,0.194815809890236,0.391783312035671
"101",501,0.413100649984808,0.0153950947975575,0.227637749609533,0.260651770846727,0.396779386404908,0.232535788254721,0.276358577224896,0.151867639660352,0.292157355051346,0.197138658722203,0.391650018832911
"102",506,0.409919173690619,0.0149050455260225,0.231246645343482,0.265597070815476,0.393988950921398,0.229010703274916,0.280242851109829,0.149303117238665,0.289734241371951,0.198927873782252,0.389403988482489
"103",511,0.409467095155873,0.0153247413137798,0.230586774126354,0.269708636455489,0.387797761642535,0.226675713639593,0.281140314331584,0.148647400589998,0.286383568071,0.200410195989383,0.386147336583937
"104",516,0.407298750908742,0.0152116931743721,0.231677824192892,0.269858755161768,0.38248165246137,0.222960425562913,0.28177238942155,0.146163599884016,0.285862754534186,0.200295618181897,0.384653291725251
"105",521,0.404122479828918,0.0157738811469579,0.232443196403637,0.275075409623132,0.378661319686197,0.222906857010256,0.285432999018423,0.143594024637729,0.281933430409646,0.200200968027715,0.38304120844038
"106",526,0.39746309291918,0.0159943440470279,0.229721849076795,0.277034991621272,0.372077376961634,0.221831809733795,0.284187146722153,0.143045454730964,0.280544407232163,0.199644197193242,0.379195428813842
"107",531,0.392930928757142,0.0156550770952137,0.226478713171747,0.276710061842017,0.362754677315143,0.223366819857307,0.289344774362675,0.138199989361779,0.275779396597581,0.198758395409843,0.376286261375289
"108",536,0.38851083978823,0.0168026602287241,0.226336373697372,0.278801830684963,0.355383570591423,0.222948554025535,0.293572084795609,0.135082191967391,0.273160241548073,0.198891803940188,0.373057902357672
"109",541,0.381072588434772,0.0171849952986618,0.22460380291906,0.280022258668009,0.346206503226301,0.219419358647998,0.295346768502141,0.131245134596351,0.269338217530137,0.198153016449895,0.363491400426677
