"","window","WAAPIL0003.adjusted.R2","TCATCH0006.adjusted.R2","WAAGAS0002.adjusted.R2","NSAMDD0014.adjusted.R2","NTAGFU0021.adjusted.R2","NSANSS0001.adjusted.R2","SATSTP0005.adjusted.R2","QDASSD0015.adjusted.R2","NTAFIN0002.adjusted.R2","NSANAN0002.adjusted.R2","QDAEIU0010.adjusted.R2"
"110",546,0.376174013012136,0.0179611780172347,0.219328499673784,0.283169522634587,0.33626821323558,0.218469318402677,0.302050007352363,0.126287259845738,0.268439795010618,0.198590601302169,0.356392465529341
"111",551,0.372027752453723,0.0179108933173754,0.215007899353062,0.286076496269655,0.328886876372669,0.218266824492726,0.304101082926511,0.123242133413693,0.264985308590511,0.199462222482555,0.348543176663514
"112",556,0.369047774928063,0.0178377898429415,0.213053919611242,0.288600471111137,0.319869247838096,0.21595716466995,0.304942893856244,0.117654024638913,0.261698651413415,0.199747205994157,0.340428771862505
"113",561,0.363744484415636,0.0184809169691474,0.210064658375007,0.28977790498865,0.309281178373606,0.217754796489575,0.310177188079317,0.113479788204446,0.257952664638752,0.199528753535536,0.329027899258935
"114",566,0.358820838411137,0.0192479754470982,0.204740383450559,0.292450332598109,0.298332826317446,0.216199946294293,0.314455725117017,0.110179427357778,0.256758731939153,0.19870758045784,0.321722604232451
"115",571,0.355759128948769,0.0192426695598727,0.203730958285466,0.296551750625418,0.286560219168051,0.212598756912077,0.315349263380094,0.10644764376093,0.254850418473862,0.198528823323114,0.315377239704847
"116",576,0.350022356766969,0.018783440343623,0.199360312100652,0.300725731653216,0.274549519445669,0.211679419325745,0.316606642684387,0.103432310035747,0.251307984443951,0.199377405830787,0.306762393938453
"117",581,0.342251788115302,0.0200797226264341,0.195298455660946,0.30161547622371,0.26184271152054,0.210746993250579,0.317481815736866,0.0988148943408683,0.248124973266492,0.196994433414433,0.298300247473766
"118",586,0.335527369003802,0.0200875260063015,0.192065174211337,0.304935790709042,0.248717469025716,0.207003592983125,0.321607916234799,0.0952315893005908,0.243468754531986,0.1945315395651,0.288037981592165
"119",591,0.330657747418822,0.0212684944700038,0.187223675041782,0.309850849189454,0.23517322126456,0.205166218930686,0.321186340257616,0.0920276507086207,0.241674584914727,0.190637081119038,0.277836116151604
"120",596,0.321217374905877,0.021709744569326,0.180339405321585,0.312160396886128,0.223318896000907,0.205416468139624,0.322847476712049,0.0893046308276925,0.236566051061693,0.187573156673793,0.269627707268334
"121",601,0.315654809573705,0.0219158044381424,0.174299042890285,0.312981882396061,0.211324701147384,0.204002456519202,0.325290017106705,0.0860969076198854,0.230147636229151,0.185146046206721,0.262355773896379
"122",606,0.309774418917292,0.0227904175041901,0.16671525969375,0.315667571289796,0.197893514599941,0.201308240155393,0.323004088286602,0.0833187451966386,0.224849807610086,0.184325691185301,0.252483668383623
"123",611,0.300854765966455,0.0234665760215423,0.161033485368862,0.317884844540599,0.183698232866383,0.198765193540854,0.32577652912508,0.0811268375884332,0.219419775394228,0.179814874169764,0.246050945696705
"124",616,0.294417170145861,0.0233892555524273,0.153337511754345,0.316631559621904,0.171527810168122,0.196720709756482,0.324749813431962,0.0789804552167076,0.216071869621676,0.178393648094915,0.238110757442467
"125",621,0.287578672956004,0.0237257569923229,0.146358441154663,0.319565825865458,0.15829440499385,0.196737906024677,0.322035573273358,0.0774493114886906,0.210243029609555,0.177382710995787,0.229608031338478
"126",626,0.282259939376892,0.0238375791647221,0.139672606774533,0.323148810502834,0.145171151409275,0.196237432180869,0.322680204053992,0.0746351838407751,0.207943052438367,0.17232220073542,0.221536125538589
"127",631,0.275132823444277,0.0247898732525192,0.132469832694816,0.320290847387179,0.134896004785003,0.196327278800136,0.319751638683783,0.0723811396075995,0.204948879379766,0.169783861963244,0.213211837955702
"128",636,0.267781558051814,0.0241666335065831,0.128071885327778,0.322706869715696,0.123765511843925,0.194997591316294,0.318930398462132,0.069818930831731,0.200376647740646,0.165161022676697,0.205034311678137
"129",641,0.261499400456462,0.0244786254656754,0.122368175509157,0.325269907708593,0.110781094822182,0.19562567794807,0.31891158498001,0.0679198052617814,0.196427859538044,0.161012946047186,0.197964044828398
"130",646,0.253984579162709,0.0244850011339932,0.114876754176913,0.324861940509286,0.100180361695341,0.194605268538705,0.316027747414647,0.0651384269232949,0.194341777299824,0.157295759913019,0.189331215902882
"131",651,0.246440925258174,0.0247951936108858,0.110545600990251,0.328827220793767,0.0884475532239802,0.193766133462115,0.316043825388155,0.0635110476013337,0.190283919235346,0.153959913981004,0.181624514562085
"132",656,0.241411408123353,0.0239945912187625,0.105444318127152,0.333791634239277,0.0786326082026052,0.192706641819111,0.316325689125108,0.0621385634843455,0.186369327553447,0.151213690278784,0.174023692323353
"133",661,0.231385713162702,0.0244489188978202,0.0976786555377075,0.334659956645742,0.0702053494983699,0.192298801121109,0.316780501216125,0.0604518224944834,0.182911394052968,0.147972773890345,0.168199936029337
"134",666,0.225571733375803,0.025113688153008,0.0943777925282397,0.33318053495184,0.0622950678933354,0.189338891590357,0.31443644226251,0.0591934262256207,0.17983490393895,0.143523530138868,0.163297762603998
"135",671,0.220007915266343,0.0251298073387607,0.0899038706973121,0.334936762630625,0.0547780143113573,0.185303914264349,0.313700508302221,0.0576879521394352,0.176599980630412,0.140567739133041,0.157329186769526
"136",676,0.212218656788174,0.0239254580967939,0.0863988185441293,0.338008821486538,0.0493597176469199,0.182387115043734,0.312355305074806,0.0566408654368771,0.171531554740569,0.137866949275673,0.151908536708963
"137",681,0.208354006629362,0.0235234678340469,0.0823982188147808,0.338003126905182,0.0443519348485497,0.181308295901709,0.311653047468313,0.0564386652799028,0.169063580139826,0.133212416449997,0.149514934307225
"138",686,0.202973793458587,0.0229723435717729,0.0789090405050096,0.337903647632726,0.0385314954138806,0.178651477381964,0.309981527031547,0.0555594903710174,0.166003058466028,0.129203241415759,0.147326102206826
"139",691,0.198718359847027,0.022377224478032,0.0767736486941762,0.337318430158506,0.0343374231160619,0.178453554058901,0.30846810990948,0.0531686074681116,0.161443406002954,0.126723769147851,0.147028297318319
"140",696,0.194964844815356,0.0228002790574553,0.0736987077056167,0.338635097473473,0.0312213241563788,0.178469214397339,0.307370207486863,0.0525222401813636,0.159798805536491,0.124999856819961,0.144760209989998
"141",701,0.189314648310302,0.0212513028846493,0.0700698862780226,0.339454517175937,0.027813918869865,0.178256350192716,0.305829575988158,0.0521232419151788,0.158003400515695,0.123109380690847,0.144159220092953
"142",706,0.188346283061441,0.0205491497094584,0.0691168112453695,0.340040817852103,0.0253697292879841,0.178376097283032,0.30578729299864,0.0510342468224522,0.155508269785905,0.121512286790216,0.143205709289083
"143",711,0.186587186685796,0.0187286617778281,0.066702836768891,0.341440324861887,0.0245985523030302,0.177436714975022,0.303623267975721,0.0508371274366646,0.154587270438783,0.12018046041667,0.146403133735202
"144",716,0.185175864212598,0.0168125196657374,0.0656375462363503,0.341419911260065,0.0234729196441247,0.176332986736798,0.300948569435738,0.0504254291616553,0.15150237377192,0.117995331265053,0.148309518570615
"145",721,0.18304883316923,0.0160343075210883,0.0657955859338981,0.338434733514952,0.0236591075212407,0.176261206833906,0.300087025247892,0.0490792264096944,0.149178975802186,0.115165452032558,0.155062553722422
"146",726,0.181864292066401,0.0155407805735004,0.0646165972134511,0.338021032447657,0.023729805118696,0.173826533203825,0.295786352964549,0.0482410960932246,0.149663982143784,0.112926833663811,0.160759829316342
"147",731,0.178319788354982,0.0154647029329454,0.0632192500975975,0.335659150891745,0.0246317861416445,0.171584418800862,0.295584684575573,0.04662166157692,0.148358318238213,0.110735807376581,0.166530146367735
"148",736,0.177051503264012,0.0137278623919483,0.064141989366208,0.33633482638362,0.0273917510146502,0.170903857433002,0.296423061367066,0.047055799352372,0.145215985712279,0.107409050767252,0.17092806847229
"149",741,0.175990548190058,0.0141140151335578,0.0642065772479603,0.337378448126621,0.0294237652545944,0.169516294277968,0.294303891311383,0.0482090501749176,0.14300918011561,0.104081863536256,0.178829613824969
"150",746,0.174028251657271,0.0138661005998554,0.0648417830724621,0.336976832519722,0.0340259932519102,0.166685535483076,0.293218172994653,0.0479055046892375,0.140767237350379,0.102319481477802,0.183295967403472
"151",751,0.174691639423903,0.0142020227634682,0.0675987673580867,0.335462191144414,0.0383125622005749,0.162799869929419,0.292948869637217,0.0486546007054616,0.139157367919709,0.0996073858305734,0.190449678568639
"152",756,0.175094769300141,0.0135958351350641,0.0697285845989473,0.334601577641519,0.0416870870168912,0.161343615679106,0.292648449091716,0.0492245160698017,0.137430615586788,0.0975937067890436,0.197647016042959
"153",761,0.175125651381892,0.0128162515713787,0.0705477998295723,0.337179103395652,0.0483745647855502,0.159991418071016,0.294578104975487,0.0502369230628589,0.137199398329632,0.0956769113680369,0.205878502917284
"154",766,0.179248981190739,0.012655394712655,0.0717463210909692,0.337618828302903,0.0546016427978926,0.158840978493925,0.293792348886318,0.0502969824966273,0.135672093201572,0.0937953717589918,0.213104152030902
"155",771,0.179749523926275,0.0119016534243661,0.073707319289582,0.337736762971802,0.0605412405478778,0.157756428000378,0.294317832208285,0.0509832611489373,0.134799206444237,0.0919352113178854,0.221370728333765
"156",776,0.181412045352125,0.0112945534741709,0.0772552618793161,0.337824512834506,0.0672255147155874,0.156485473032619,0.29447239279803,0.0508072267853791,0.13661534788134,0.090893492346855,0.228188716012058
"157",781,0.186332749493204,0.0108966451713107,0.0796759225677548,0.338771342841954,0.0741331122117328,0.158284009839708,0.294914595945292,0.049530418028261,0.13422543602384,0.0886050181074894,0.235810916378265
"158",786,0.186745754659678,0.0101495265003276,0.0825777209824722,0.338604415033293,0.0828991305014585,0.156608859695346,0.294621591220402,0.0504191482491509,0.134469770338713,0.0864365207864666,0.244666488673774
"159",791,0.187323876384519,0.00949112158381893,0.085741889800494,0.341344493782545,0.0919388459040438,0.150664209617329,0.29567222258619,0.0506041179163998,0.133642896716034,0.0846314946079515,0.253384304250766
"160",796,0.19673979178525,0.00849960348559731,0.0877762369557917,0.3408819612109,0.0998988535221684,0.149318367803176,0.294379534014555,0.0508214465548289,0.131836258835181,0.0828153771144661,0.261904768210067
"161",801,0.19786140035211,0.00780593339039526,0.0905614333669436,0.339176230207506,0.109326793362518,0.147571256850288,0.294104119178703,0.0510206057796366,0.131797948627218,0.0813572025966371,0.269539821261369
"162",806,0.198678536481053,0.00701871912217011,0.0933736869462031,0.338205776738173,0.117770942286679,0.14676221017962,0.295129187663851,0.0515430044274117,0.130090327057829,0.0801110065452467,0.277659655552087
"163",811,0.202692588599046,0.00714558142116917,0.0938398118381238,0.338306844860531,0.125029461071525,0.146318947272547,0.296372900788778,0.0509617686994853,0.129972929522003,0.079048852927997,0.283574101523605
"164",816,0.20432356903238,0.00745655062990258,0.0967127673019947,0.336665168174888,0.135143682607826,0.145437386234599,0.295428507150048,0.0518307901520688,0.130114354077074,0.078615493027784,0.29027679411363
"165",821,0.201806271864523,0.00687580793759901,0.100922877012853,0.337531131320834,0.142057761733475,0.143461879616558,0.296263242653854,0.0524365376735232,0.131321631197138,0.0773624975128373,0.297181430210545
"166",826,0.203538638550525,0.00680052697721312,0.101285522041415,0.337651010169949,0.149842452057351,0.1413946161793,0.295351312355679,0.0528516674955366,0.129954225463437,0.0756584317411396,0.302519551971127
"167",831,0.203912100784049,0.00706220127069179,0.102924306119579,0.335838499305598,0.158435847913187,0.14208887896075,0.295108662994349,0.0540963360176956,0.128515211046522,0.0752890302025544,0.307797632394252
"168",836,0.206915059037494,0.00797066790396284,0.10575716720225,0.333767376829915,0.16427729784416,0.140529210119046,0.290331035825782,0.0544637614458822,0.127806777693144,0.073187146335313,0.309587256866329
"169",841,0.208017838648751,0.00761955677430459,0.106950559086326,0.334031627829334,0.17116877165434,0.138922093968707,0.288359728473079,0.0547593007612369,0.12714463654687,0.0721128344786633,0.312346183362131
"170",846,0.211836458135208,0.00744637205104948,0.106666740739305,0.336748593901659,0.179054160301617,0.138423718816556,0.286562004611215,0.0557540787998443,0.1261327234931,0.071896913359356,0.316619664913766
"171",851,0.212116600667123,0.00826035784465617,0.107485904558684,0.335610662013047,0.183939071772291,0.134756359585977,0.285639046596507,0.0566958432841963,0.125906459046329,0.0711287751484551,0.317598520880673
"172",856,0.212234439204191,0.00759006157174824,0.108799502581779,0.333737509392959,0.190099077798686,0.133416729402527,0.28350273646872,0.0570334776515281,0.125542057936202,0.0708410867594508,0.319161339981054
"173",861,0.218043505438049,0.00770000697408213,0.108899439628623,0.33235614771441,0.194514399099547,0.134158176223952,0.282264509926414,0.0572267208586288,0.125223267839407,0.0703972520345394,0.319986886456641
"174",866,0.217440305870517,0.00756874747872194,0.108040174726234,0.332104091674614,0.197926361556371,0.131908796531435,0.281241869080719,0.0577135594688658,0.124835770950639,0.0707214759326025,0.319462995970592
"175",871,0.216170856991979,0.00837760327633641,0.108692860683267,0.331343364073717,0.202093680569868,0.131887528864407,0.281523733013108,0.0589461502621402,0.125596106929655,0.0717321156301531,0.320090860309459
"176",876,0.217836269294486,0.00956865279367436,0.107399502549019,0.333574610540752,0.204035711426553,0.131044608262978,0.280836081454846,0.0584101965826469,0.125660589931006,0.0721221113402928,0.31949945601006
"177",881,0.215123956434001,0.00969175895854313,0.105511683395305,0.334069485466226,0.204946413332847,0.131553265709131,0.280728821428878,0.0581546333390965,0.1244128332002,0.0733338552611039,0.315313144402283
"178",886,0.213024121999918,0.0106453712067116,0.10396115139286,0.333541014523182,0.206878815101578,0.131593204472533,0.281933027279561,0.0577939090767902,0.125218201892867,0.0724366191311114,0.310432473820551
"179",891,0.213181579702492,0.010469828305272,0.101700773538949,0.334328771118671,0.207234060766974,0.128648636147839,0.282827950394835,0.0578985899167314,0.125941076447506,0.0734539747344523,0.307842908708627
"180",896,0.2110189358794,0.0117638864139975,0.100081339209663,0.333387840317807,0.207575893075106,0.129096668593614,0.28105014679241,0.057829950836949,0.12353304442788,0.0740312164417225,0.305475842732063
"181",901,0.209300495761143,0.0136213091035949,0.0978510866210832,0.330924727667897,0.206786684249192,0.126719511208332,0.279531707361361,0.0556771480017385,0.122756662524059,0.0751299522249894,0.299787834864677
"182",906,0.206791850812808,0.0135110425580555,0.095831612023055,0.332747448461248,0.2032746422563,0.127030495636962,0.280445090824297,0.0551298620659267,0.122450713019374,0.0771656794466414,0.2959611786062
"183",911,0.205805986707123,0.0135316377851039,0.0935613096716874,0.330930675779462,0.201417324374284,0.126475750413139,0.278867812423003,0.0540568243173493,0.1213174895481,0.0796327252401428,0.291189275306756
"184",916,0.203211825276103,0.0122851132767706,0.0912795950571406,0.332331403983559,0.198656979977811,0.124249689754167,0.277662105568785,0.0516738524932364,0.120189698905924,0.0790471432700349,0.284463224254561
"185",921,0.200323919154828,0.0113627138281435,0.0888582332463393,0.331749537776214,0.192633582361903,0.124959703744962,0.277631198170169,0.0509854136028366,0.118565043647523,0.0804302398456536,0.279622849702013
"186",926,0.200184657815234,0.0117567233159902,0.0874967119219285,0.333286268107864,0.18753273409666,0.122604360849915,0.27647568399881,0.0495258615025909,0.115964835179019,0.0810477676287442,0.275268723389408
"187",931,0.196785263629115,0.0121553167672441,0.0839019961879501,0.331176148104356,0.18223051946715,0.119409608804353,0.274593778733539,0.0476202275769103,0.114207098244785,0.0805052007600207,0.268793419918239
"188",936,0.195870197406131,0.0116727061563049,0.0820598121697644,0.32927112764347,0.17656017905126,0.119423667588901,0.273594068706304,0.0465425126979548,0.111998066269768,0.0813164079565715,0.262278102568748
"189",941,0.194310037241809,0.0116087562553359,0.0800507745719926,0.330565621184423,0.171432983917016,0.116711493106093,0.271745967145651,0.0450575223928417,0.109722871087678,0.0800670703300633,0.255910071681838
"190",946,0.191763297727845,0.0113938015568803,0.0763820322945725,0.330312655273245,0.166125203978861,0.11587115077036,0.271390073320705,0.0437083102457008,0.10723333226836,0.0799069014349635,0.248075840853992
"191",951,0.188359610235585,0.0118367589993369,0.0739662046412961,0.32598881819794,0.159323876896037,0.11565808236879,0.268828708847696,0.0420771192334418,0.104168291059357,0.0780332896442725,0.241496997027159
"192",956,0.186617162347912,0.0130308408337106,0.0714940968871808,0.329614406842058,0.152105026387372,0.115033211566697,0.267752495631699,0.0404430689746582,0.102006857804673,0.0764231617164053,0.233827140423678
"193",961,0.18387345350751,0.0126550836542365,0.0673321136932116,0.328726785901216,0.144809703975456,0.116005760946064,0.265749609097068,0.0390651309365478,0.10001597109102,0.0761719199647896,0.224808403320426
"194",966,0.179523531313945,0.0127447863213647,0.0646486433891931,0.325982483782214,0.137622587668949,0.114550464484977,0.262694341484267,0.0374134687489682,0.0981366653548239,0.0739697900628878,0.216854619700042
"195",971,0.17673172670355,0.012931325566209,0.0618834817654874,0.325581038956863,0.128886045899254,0.112011996837428,0.261453124315791,0.0357871363773988,0.0948188390323244,0.0723274744235513,0.210374858234653
"196",976,0.171950427571202,0.0123793394922844,0.0589991995848593,0.325167386327987,0.121202975079365,0.111197380679198,0.259145169078128,0.0345783809737855,0.0914461225316303,0.072008081701459,0.2027709615538
"197",981,0.167865191830203,0.0126887007649756,0.0552883521157436,0.324512578479437,0.114745061547733,0.109014252491586,0.256465759340561,0.0335238344462717,0.0886218428037042,0.0706270453819312,0.196003618915241
"198",986,0.164681469352866,0.0128203136993896,0.0524343043498467,0.324117189646824,0.105910567412992,0.107104177332484,0.254549235234245,0.0328141993716783,0.0855600644759176,0.0695559012480929,0.19031670650289
"199",991,0.161326998064556,0.0128397060339711,0.0496239681073861,0.324674676815681,0.0973194652607795,0.106571246157451,0.251039878897206,0.0315417815250379,0.0805688253396613,0.0690129509317109,0.18438661004787
"200",996,0.155987708000149,0.0120750233311665,0.0466496830867356,0.327568852000934,0.0900953604989928,0.105537142548772,0.247386060325653,0.0299581889235753,0.0769255786541472,0.067177655588323,0.177008144430355
"201",1001,0.153142454955052,0.011003863428255,0.0436270294896138,0.324656098471269,0.0816782885039317,0.105712466684513,0.244618460615215,0.0290236599659377,0.0739887855008584,0.0656651400115608,0.172417316323263
"202",1006,0.149596746279162,0.00987725659010452,0.0403090480050994,0.326583890266931,0.0739415447000721,0.1047719719739,0.24073677350393,0.0269941452176469,0.07002168553776,0.063165507471993,0.166481037855818
"203",1011,0.145687425468039,0.00975623608503373,0.0365932952920142,0.325267339009125,0.06716955647851,0.103855879089397,0.239230849276895,0.0258038873676708,0.0666236853304212,0.0613116642284266,0.160348179681356
"204",1016,0.142133056168924,0.00862076213820617,0.0339093037449861,0.324268627116732,0.0609154415765472,0.102186722539562,0.236726600289435,0.0242155792708353,0.0638967866641701,0.0597567205913694,0.154383879320891
"205",1021,0.138844873119447,0.00761539452301652,0.0312081952031041,0.322320458361064,0.0558508294528383,0.101656585840879,0.234902490287722,0.0228723150599242,0.0606707432327572,0.0571815039319507,0.149670350506463
"206",1026,0.136028285618938,0.00742301100523191,0.0287334218707961,0.322292077210499,0.0499486858064033,0.101131161135108,0.233144699466948,0.0217934092016133,0.0578156131057571,0.0559315821888698,0.143858553923456
"207",1031,0.132538960450677,0.00707518010206964,0.0258668208374205,0.320942896990295,0.0438430159940792,0.100343346697636,0.230590049324577,0.020459930965389,0.0549305401516875,0.0543157332717265,0.139279993836875
"208",1036,0.128306039865683,0.00605394100320911,0.0241768410291011,0.319917770082749,0.0395240020840142,0.0994700168374933,0.227641647042941,0.0197424857338206,0.0524566667795999,0.053137986182904,0.136204336156808
"209",1041,0.1247838531181,0.00510752576450912,0.0217737152249684,0.318864098987962,0.0351713320363981,0.098593567505831,0.223570397862497,0.0187908026877951,0.0503506010171668,0.0522318825176522,0.131836169330887
"210",1046,0.123574580400548,0.00490032230134163,0.0193099390410921,0.31853274095561,0.0321824190431846,0.0982406053692356,0.220847226740418,0.017573013262793,0.0478986534827995,0.0515050307116017,0.130293815069224
"211",1051,0.121984227734588,0.0044189011375928,0.0179896496221852,0.317909042895964,0.0290143730395378,0.0969662438512583,0.217039682212071,0.0167606834725527,0.0450385653239056,0.0500203501997341,0.127808450708764
"212",1056,0.118970509697361,0.00387923623485609,0.0162997295002684,0.318013644818771,0.0264890808194636,0.0972181628016762,0.214015456354547,0.0161618436274298,0.0429986941206331,0.0492538741371401,0.125899822989371
"213",1061,0.11625566970926,0.00351614810871559,0.0144627956875565,0.317039394774173,0.0243408032249474,0.0982778860942716,0.212006873275442,0.0155091615006092,0.0416582661365681,0.0477117565563553,0.124878428333451
"214",1066,0.11347321444968,0.00323057723709697,0.0132564903000353,0.315059738371903,0.0230837508348654,0.0973824360311586,0.211325313977127,0.014726924267295,0.0397961530035071,0.0471312898646954,0.124921556267438
"215",1071,0.111055838315083,0.0025260645071552,0.0119040257355278,0.312422285631733,0.0218654537943539,0.0993209916753397,0.209379680497406,0.0146210011910376,0.0379332363946918,0.0474172286366742,0.124460513242421
"216",1076,0.110701536965111,0.00270028044895865,0.0112609176897092,0.312557578099215,0.0209589504100747,0.0990431902642223,0.208154419360845,0.0142000515611388,0.0367274111214163,0.0458070429033163,0.12342804369385
"217",1081,0.110641963968371,0.00256458921699709,0.00997694089109558,0.310501509651119,0.0205759718142252,0.0977849481183655,0.20712822005058,0.0135853697206808,0.0352713842239626,0.0448617681883308,0.123418615285466
"218",1086,0.112446627731855,0.00293412142265814,0.00924219431771967,0.308067787794082,0.0203432594908556,0.0975921274989446,0.206552425663571,0.0131130267449285,0.0336412574345012,0.0445895831904687,0.122585933161975
"219",1091,0.113550770226548,0.0035900551965119,0.00915613325093168,0.305292256457649,0.0208695569731123,0.0982694806882557,0.206328694986688,0.0128798030919507,0.0330154675284138,0.0440478863204157,0.123369737251791
