"","site_unique","time","diff","bs","pv","npv","ue"
"1",NA,NA,NA,NA,NA,NA,NA
"2","NSABBS0001-58580","2018-05-17",6,11.1570247933884,42.8512396694215,44.7520661157025,15.0082644628099
"3","NSABBS0002-58555","2018-05-25",13,6.15702479338843,51.6611570247934,40.603305785124,16.5619834710744
"4","NSABBS0003-58581","2018-05-09",-4,6.83471074380165,30.8429752066116,60.9586776859504,30.0495867768595
"5","NSABBS0004-58556","2018-05-17",3,4.71900826446281,50.5454545454545,43.5619834710744,20.7768595041322
"6","NSABBS0005-58582","2018-05-17",2,6.62809917355372,49.0330578512397,42.9090909090909,23.3057851239669
"7","NSABBS0006-58557","2018-05-25",10,7.47933884297521,50.9256198347107,40.1735537190083,22.297520661157
"8","NSABHC0001-53596",NA,NA,NA,NA,NA,NA
"9","NSABHC0002-53597","2012-05-20",-11,37.6942148760331,13.2148760330579,47.7438016528926,10.504132231405
"10","NSABHC0003-53598","2012-05-20",-15,48.5950413223141,14.3471074380165,35.6694214876033,8.1900826446281
"11","NSABHC0004-53599","2012-05-20",-17,20.297520661157,27.4380165289256,50.8264462809917,10.5867768595041
"12","NSABHC0005-53600","2012-08-01",2,25.5702479338843,7.60330578512397,65.702479338843,10.9752066115702
"13","NSABHC0006-53601","2012-07-23",-9,25.8677685950413,15.5537190082645,57.2644628099174,12.5619834710744
"14","NSABHC0007-53602","2012-08-08",6,34.1652892561983,12.4628099173554,51.7685950413223,10.1322314049587
"15","NSABHC0008-53603","2012-09-09",9,44.7297297297297,12.5675675675676,41.4864864864865,9.7027027027027
"16","NSABHC0009-53604","2012-09-09",6,39.8099173553719,12.2644628099174,46.5537190082645,8.90082644628099
"17","NSABHC0009-58026","2016-09-12",-1,NA,NA,NA,NA
"18","NSABHC0010-53605","2012-09-09",5,67.3057851239669,3.48760330578512,27.7520661157025,5.37190082644628
"19","NSABHC0011-53606","2012-09-25",7,36.5428571428571,14.2857142857143,48.0571428571429,9.74285714285714
"20","NSABHC0012-53607","2012-09-25",6,33.0165289256198,13,52.7355371900826,8.89256198347107
"21","NSABHC0012-58022","2016-09-12",-3,NA,NA,NA,NA
"22","NSABHC0013-53608","2012-09-09",-11,50.8181818181818,12.5702479338843,35.2066115702479,6.80165289256198
"23","NSABHC0014-53609","2012-09-25",4,53.1,8.38181818181818,37.1454545454545,7.16363636363636
"24","NSABHC0016-57105","2013-12-17",11,57.0909090909091,5.89256198347107,35.504132231405,7.06611570247934
"25","NSABHC0018-57077","2013-03-13",0,39.5289256198347,0.669421487603306,58.603305785124,7.6198347107438
"26","NSABHC0019-57078","2013-03-20",7,36.2479338842975,2.35537190082645,60.0082644628099,10.4214876033058
"27","NSABHC0020-57599","2013-03-20",6,36.7933884297521,3.8595041322314,57.9504132231405,9.63636363636364
"28","NSABHC0021-57098","2014-04-24",5,35.9834710743802,12.8677685950413,49.7190082644628,9.46280991735537
"29","NSABHC0022-57086","2014-04-17",-2,63.0826446280992,2.09090909090909,33.5950413223141,5.4297520661157
"30","NSABHC0023-57099","2014-04-25",4,26.1487603305785,34,38.504132231405,9.76859504132231
"31","NSABHC0024-57100","2014-04-25",3,23.9338842975207,37.6611570247934,36.9090909090909,9.64462809917355
"32","NSABHC0026-57102","2014-05-27",-8,11.404958677686,53.9173553719008,33.198347107438,12.9586776859504
"33","NSABHC0028-58027","2016-09-12",0,41.3636363636364,15.4793388429752,41.6115702479339,10.4876033057851
"34","NSABHC0029-58028","2016-09-12",0,6.88429752066116,59.3801652892562,31.9090909090909,18.2809917355372
"35","NSACHC0001-58574","2018-04-19",2,65.7438016528926,2.21487603305785,30.4793388429752,5.53719008264463
"36","NSACHC0002-58558","2018-04-19",2,40.9421487603306,14.8181818181818,43.0082644628099,7.45454545454545
"37","NSACHC0003-58575","2018-04-19",1,33.5454545454545,16.0330578512397,48.9752066115703,8.90909090909091
"38","NSACHC0004-58576","2018-04-19",1,56.504132231405,5.15702479338843,36.8181818181818,6.59504132231405
"39","NSACOP0001-58551","2018-04-06",-4,19.1735537190083,25.3884297520661,54.5206611570248,11.1404958677686
"40","NSACOP0002-58552","2018-04-14",3,22.900826446281,24.5702479338843,51.099173553719,13.099173553719
"41","NSAMDD0001-56965","2014-06-04",8,8.47107438016529,73.1074380165289,16.9834710743802,13.2066115702479
"42","NSAMDD0002-56952","2014-05-19",-9,5.89256198347107,38.9421487603306,54.0165289256198,17.0743801652893
"43","NSAMDD0003-56968","2014-05-19",-9,8.24793388429752,35.7190082644628,55.198347107438,15.0495867768595
"44","NSAMDD0004-56953","2014-05-11",-18,9.34710743801653,36.9669421487603,52.504132231405,18.3636363636364
"45","NSAMDD0005-56969","2014-05-28",-2,17.5123966942149,28.1404958677686,53.2396694214876,15.0495867768595
"46","NSAMDD0006-56954","2014-05-28",-2,12.9586776859504,32.6363636363636,53.3884297520661,17.2066115702479
"47","NSAMDD0007-56970","2014-05-10",-20,27.0495867768595,24.8595041322314,46.6859504132231,13.2148760330579
"48","NSAMDD0008-56955","2014-05-10",-22,12.3223140495868,33.2396694214876,53.2396694214876,14.8264462809917
"49","NSAMDD0009-56971","2014-05-10",-22,52.0661157024793,20.0082644628099,26.8595041322314,8.46280991735537
"50","NSAMDD0010-56956","2014-06-03",1,12.4876033057851,50.7520661157025,35.2314049586777,22.3636363636364
"51","NSAMDD0011-56981","2014-05-10",-23,35.099173553719,20.6446280991736,42.603305785124,12
"52","NSAMDD0012-56957","2014-06-03",0,15.5206611570248,5.51239669421488,78.0578512396694,8.80165289256198
"53","NSAMDD0013-56982","2014-05-10",-25,27.8347107438017,24.1157024793388,46.6776859504132,12.595041322314
"54","NSAMDD0014-56963","2014-06-03",-1,39.6446280991736,16.504132231405,42.1900826446281,14.8512396694215
"55","NSAMDD0015-57636","2014-05-10",-26,11.0330578512397,34.9504132231405,52.9173553719008,18.0661157024793
"56","NSAMDD0016-56973","2014-05-10",-26,8.27272727272727,43.7438016528926,46.7107438016529,13.900826446281
"57","NSAMDD0017-57080","2014-08-09",3,8.43801652892562,38.6611570247934,51.7768595041322,14.7438016528926
"58","NSAMDD0018-56976","2014-08-01",-5,10.1900826446281,39.6363636363636,48.9669421487603,18.3553719008264
"59","NSAMDD0019-57081","2014-08-01",-6,16.3471074380165,27.7768595041322,54.6528925619835,11.0909090909091
"60","NSAMDD0020-56984","2014-08-09",2,18.7107438016529,27.5206611570248,52.5950413223141,10.595041322314
"61","NSAMDD0021-57082","2014-08-01",-7,13.1074380165289,34.5537190082645,51.2892561983471,12.9917355371901
"62","NSAMDD0022-56985","2014-08-01",-8,10.3388429752066,40.0661157024793,48.1652892561983,19.1322314049587
"63","NSAMDD0023-57083","2014-08-08",-2,10.1818181818182,35.1322314049587,53.4628099173554,15.7355371900826
"64","NSAMDD0024-56986","2014-08-08",-2,17.7851239669421,22.0495867768595,59.0909090909091,14.3801652892562
"65","NSAMDD0025-57084","2014-08-08",-4,22.702479338843,27.3057851239669,48.7190082644628,11.8099173553719
"66","NSAMDD0026-56987","2014-08-08",-4,33.0743801652893,15.1157024793388,50.1404958677686,9.22314049586777
"67","NSAMDD0027-57087","2014-08-08",-5,25.1900826446281,19.8512396694215,53.7603305785124,14.5537190082645
"68","NSAMDD0028-56988","2014-08-08",-5,36.2727272727273,11.9504132231405,50.3305785123967,10.3719008264463
"69","NSAMDD0029-57088","2014-08-08",-6,36.396694214876,10.4628099173554,51.6198347107438,9.90082644628099
"70","NSAMDD0030-56989","2014-08-08",-6,28.0165289256198,25.0330578512397,45.5537190082645,10.6776859504132
"71","NSAMDD0031-58572","2018-04-14",3,28.5206611570248,20.9834710743802,49.1239669421488,10.5785123966942
"72","NSAMDD0032-58573","2018-04-14",2,21.9338842975207,22.5123966942149,54.3719008264463,12.7272727272727
"73","NSAMUL0001-58549","2018-04-13",-1,36.5206611570248,17.7438016528926,44.1900826446281,8.9504132231405
"74","NSAMUL0002-58559","2018-04-13",-1,36.603305785124,19.1487603305785,42.5702479338843,8.83471074380165
"75","NSAMUL0003-58550","2018-04-13",-2,41.2561983471074,19.2892561983471,38.0165289256198,7.29752066115702
"76","NSAMUL0004-58560","2018-04-13",-2,34.603305785124,10.1157024793388,53.8595041322314,10.6942148760331
"77","NSANAN0001-58583","2018-05-17",1,0,66.0495867768595,32.7107438016529,26.6115702479339
"78","NSANAN0002-58561","2018-05-17",1,3.18181818181818,48.4380165289256,47.4214876033058,22.3471074380165
"79","NSANET0001-58584","2018-05-18",0,6.1404958677686,50.6694214876033,41.7438016528926,22.297520661157
"80","NSANSS0001-58579","2018-05-09",0,2.94628099173554,59.004132231405,36.4504132231405,20.9090909090909
"81","NSANSS0002-58562","2018-05-09",0,4.8099173553719,56.5578512396694,36.9793388429752,21.9421487603306
"82","NSTNSS0001-57641","2015-11-18",0,11.3719008264463,44.1735537190083,42.8181818181818,16.0495867768595
"83","NSTSYB0001-58122","2015-11-19",8,0.685950413223141,67.3801652892562,30.4876033057851,23.504132231405
"84","NSTSYB0002-58008","2015-11-19",7,0.0258620689655172,74.0431034482759,24.5948275862069,25.0862068965517
"85","NSTSYB0003-58414","2015-11-18",4,2.83193277310924,57.9243697478992,37.6134453781513,21.6386554621849
"86","NSTSYB0004-58493","2015-11-26",11,9.36,62.52,26.95,16.38
"87","NSTSYB0005-58501","2015-11-26",9,12.2386363636364,58.6477272727273,27.8409090909091,29.1590909090909
"88","NSTSYB0006-58502","2015-11-18",-1,5.19834710743802,53.9586776859504,38.9917355371901,20.7272727272727
"89","NSTSYB0007-58496","2015-11-18",-2,3.13223140495868,49.8595041322314,45.4214876033058,19.4628099173554
"90","NSTSYB0008-58503","2015-11-18",-3,2,43.6371681415929,53.1327433628319,16.5840707964602
"91","NSTSYB0009-57649","2015-12-04",14,5.42241379310345,58.301724137931,34.5086206896552,22.9655172413793
"92","NTAARP0001-58422","2016-05-30",-3,5.95867768595041,48.0578512396694,44.5371900826446,16.5123966942149
"93","NTAARP0002-58423","2016-05-30",-3,7.39669421487603,40.0247933884297,51.3140495867769,14.2148760330579
"94","NTAARP0003-58424","2016-05-30",-4,19.1570247933884,29.7685950413223,49.9752066115703,13.2231404958678
"95","NTAARP0004-58918","2021-06-06",0,7.27272727272727,44.6611570247934,46.7438016528926,16.2314049586777
"96","NTAARP0004-58932","2018-02-22",-10,NA,NA,NA,NA
"97","NTAARP0005-58919","2021-06-06",2,1.90909090909091,61.1239669421488,35.6198347107438,18.6115702479339
"98","NTAARP0005-58933","2018-03-18",-5,NA,NA,NA,NA
"99","NTABRT0001-53616","2012-04-03",15,26.5909090909091,19.9545454545455,51.9545454545455,12.6363636363636
"100","NTABRT0001-58861","2020-07-30",-2,37.4214876033058,15.1818181818182,46.2396694214876,10.4793388429752
"101","NTABRT0002-53617","2012-04-03",13,25.0909090909091,18.7272727272727,55.1818181818182,15.3636363636364
"102","NTABRT0002-58862","2020-07-30",-1,38.0347826086957,13.6434782608696,46.9565217391304,10.7391304347826
"103","NTABRT0003-53618","2012-04-03",12,27.702479338843,16.1239669421488,55.0495867768595,14.6280991735537
"104","NTABRT0003-58872","2020-07-30",-2,34.4049586776859,13.5371900826446,50.8677685950413,11.3388429752066
"105","NTABRT0004-53619","2012-04-03",11,24.8909090909091,23.0727272727273,51.0363636363636,14.5363636363636
"106","NTABRT0004-58873","2020-08-07",-1,32.6776859504132,16.5454545454545,49.5702479338843,11.7355371900826
"107","NTABRT0005-53620","2012-03-27",3,33.6694214876033,22.8595041322314,42.0909090909091,10.2561983471074
"108","NTABRT0005-58863","2020-07-31",-2,58.6859504132231,18.0165289256198,21.6198347107438,7.50413223140496
"109","NTABRT0006-53621","2012-04-03",10,25.2727272727273,23.2727272727273,50.1818181818182,14.3636363636364
"110","NTABRT0006-58864","2020-08-07",-1,40.0661157024793,12.6115702479339,45.8760330578512,10.5206611570248
"111","NTABRT0007-58865","2020-08-07",0,46.7851239669422,12.5289256198347,39.1404958677686,9.83471074380165
"112","NTABRT0008-58866","2020-08-07",-2,50.0495867768595,7.79338842975207,40.297520661157,11.5454545454545
"113","NTADAC0001-53518","2013-05-29",1,5.85123966942149,42.6198347107438,50.6528925619835,17.8512396694215
"114","NTADAC0002-58039","2016-05-06",0,5.71900826446281,57.4214876033058,35.1818181818182,17.198347107438
"115","NTADMR0001-58868","2020-07-31",-3,39.7768595041322,11.7107438016529,47.0826446280992,9.01652892561983
"116","NTADMR0002-58869","2020-08-07",3,62.1487603305785,4.66942148760331,31.1239669421488,7.80165289256198
"117","NTAFIN0001-53519","2011-10-19",-1,30.8429752066116,0.768595041322314,67.1404958677686,10
"118","NTAFIN0001-58009","2016-02-27",-6,NA,NA,NA,NA
"119","NTAFIN0001-58735","2019-05-26",0,NA,NA,NA,NA
"120","NTAFIN0002-53622","2011-10-03",10,12.0102040816327,11.4795918367347,75.1428571428571,11.1836734693878
"121","NTAFIN0002-58018","2016-03-05",0,NA,NA,NA,NA
"122","NTAFIN0002-58787","2019-05-10",-18,NA,NA,NA,NA
"123","NTAFIN0003-53623","2011-09-17",-7,51.353982300885,11.5486725663717,35.7610619469027,7.64601769911504
"124","NTAFIN0003-58017","2016-02-27",-6,NA,NA,NA,NA
"125","NTAFIN0003-58788","2019-05-26",1,NA,NA,NA,NA
"126","NTAFIN0004-53624","2011-10-18",12,33.7107438016529,8.26446280991735,56.6528925619835,15.2727272727273
"127","NTAFIN0004-58010","2016-03-05",3,NA,NA,NA,NA
"128","NTAFIN0004-58789","2019-05-26",0,NA,NA,NA,NA
"129","NTAFIN0005-53625","2011-10-18",13,43.0661157024793,1.70247933884298,53.6694214876033,10.4628099173554
"130","NTAFIN0005-58011","2016-03-05",-1,NA,NA,NA,NA
"131","NTAFIN0005-58736","2019-05-25",0,NA,NA,NA,NA
"132","NTAFIN0006-53626","2011-10-18",11,66.495867768595,10.5123966942149,21.2644628099174,8.37190082644628
"133","NTAFIN0006-58012","2016-03-05",-1,NA,NA,NA,NA
"134","NTAFIN0006-58737","2019-05-26",0,NA,NA,NA,NA
"135","NTAFIN0007-53627","2011-10-18",6,68.4628099173554,5.00826446280992,24.7851239669421,9.49586776859504
"136","NTAFIN0007-58013","2016-03-05",3,66.0909090909091,12.9090909090909,19.0909090909091,6.72727272727273
"137","NTAFIN0007-58715","2019-05-10",-18,NA,NA,NA,NA
"138","NTAFIN0008-53628","2011-10-18",5,69.2479338842975,4.85123966942149,24.1239669421488,9.2396694214876
"139","NTAFIN0008-58014","2016-03-05",2,NA,NA,NA,NA
"140","NTAFIN0008-58790","2019-05-10",-20,NA,NA,NA,NA
"141","NTAFIN0009-53629","2011-10-18",1,66.9338842975207,8.80165289256198,22.4214876033058,9.55371900826446
"142","NTAFIN0009-58015","2016-03-05",-1,NA,NA,NA,NA
"143","NTAFIN0009-58738","2019-05-26",-1,NA,NA,NA,NA
"144","NTAFIN0010-53630","2011-10-18",0,76.3140495867769,9.94214876033058,12.0661157024793,8
"145","NTAFIN0010-58016","2016-03-05",-2,NA,NA,NA,NA
"146","NTAFIN0010-58786","2019-05-26",-1,NA,NA,NA,NA
"147","NTAFIN0011-53631","2011-10-19",-1,38.6272727272727,5.74545454545455,54.0909090909091,11.5909090909091
"148","NTAFIN0011-58019","2016-03-05",-1,NA,NA,NA,NA
"149","NTAFIN0011-58739","2019-05-26",-1,NA,NA,NA,NA
"150","NTAFIN0012-53632","2011-11-11",7,38.396694214876,6.22314049586777,53.8760330578512,10.6528925619835
"151","NTAFIN0013-53633","2011-11-12",7,41.8347107438017,18.1735537190083,38.7272727272727,9.70247933884298
"152","NTAFIN0014-53634","2011-11-12",5,42.1652892561983,8.56198347107438,47.6942148760331,10.9173553719008
"153","NTAFIN0015-53635","2011-11-11",3,35.801652892562,28.5702479338843,34.1735537190083,10.1735537190083
"154","NTAFIN0016-53636","2011-11-11",2,58.2066115702479,11.9173553719008,28.5123966942149,7.92561983471074
"155","NTAFIN0017-53637","2011-11-27",-2,46.5428571428571,21.6,30.4571428571429,9.22857142857143
"156","NTAFIN0018-53638","2011-12-13",13,46.3223140495868,11.3884297520661,40.7107438016529,10.7355371900826
"157","NTAFIN0019-53639","2011-11-27",-4,39.8347107438017,18.2479338842975,40.5619834710744,11.1735537190083
"158","NTAFIN0020-53640","2011-12-06",-1,34.5454545454545,9.81818181818182,54.2066115702479,10.8760330578512
"159","NTAFIN0021-53641","2011-12-22",14,63.9256198347107,9.93388429752066,24.6694214876033,7.16528925619835
"160","NTAFIN0022-53642","2011-12-06",-3,43.4876033057851,10.5867768595041,44.5289256198347,10.2148760330579
"161","NTAFIN0023-53643","2011-12-06",-4,44.8512396694215,14.2561983471074,39.3471074380165,9.76859504132231
"162","NTAFIN0024-53644","2012-02-24",11,36.5867768595041,18.1487603305785,43.8347107438017,9.64462809917355
"163","NTAFIN0025-53645","2012-02-08",-6,46.1652892561983,6.41322314049587,46.099173553719,9.12396694214876
"164","NTAFIN0026-53646","2012-03-27",13,20.5619834710744,27.702479338843,50.5702479338843,13.8264462809917
"165","NTAFIN0027-53647","2012-03-27",1,34.8760330578512,22,41.8595041322314,11.3388429752066
"166","NTAFIN0028-53746","2012-09-19",-3,63.1322314049587,7.11570247933884,28.1900826446281,7.09090909090909
"167","NTAFIN0029-53747","2012-09-19",-4,52.8842975206612,2.35537190082645,43.2396694214876,8.28099173553719
"168","NTAFIN0030-53748","2012-10-21",-3,37.7851239669422,6.01652892561984,54.7107438016529,10.9917355371901
"169","NTAFIN0031-53749","2012-10-21",-4,40.3783783783784,1.02702702702703,57.3243243243243,6.89189189189189
"170","NTAFIN0032-53750","2012-10-21",-11,38.9333333333333,7.78333333333333,51.775,11.4416666666667
"171","NTAFIN0033-53751","2012-10-21",-16,43.8760330578512,10.1157024793388,44.5206611570248,9.32231404958678
"172","NTAGFU0001-53648","2012-04-05",-7,12.7685950413223,27.396694214876,58.7520661157025,12.8595041322314
"173","NTAGFU0002-53649","2012-04-05",-8,19.2148760330579,15.0661157024793,64.6694214876033,10.9090909090909
"174","NTAGFU0003-53650","2012-04-21",7,22.2314049586777,29.6776859504132,46.7851239669422,13.5454545454545
"175","NTAGFU0004-53651","2012-05-07",22,39.2644628099174,21.1322314049587,38.1404958677686,9.5702479338843
"176","NTAGFU0005-53652","2012-04-21",5,11.5454545454545,38.0661157024793,49.0743801652893,13.7355371900826
"177","NTAGFU0006-53653","2012-04-05",-13,7.87603305785124,45.7438016528926,45.1074380165289,13.0909090909091
"178","NTAGFU0007-53654","2012-04-21",2,22.1404958677686,14.9752066115702,61.7355371900826,12.3305785123967
"179","NTAGFU0008-53655","2012-04-21",1,27.0413223140496,6.61157024793388,65.2479338842975,11.3801652892562
"180","NTAGFU0009-53656","2012-04-21",0,18.2561983471074,28.2892561983471,52.1487603305785,10.5785123966942
"181","NTAGFU0010-53657","2012-05-07",-2,25.5206611570248,21.1322314049587,52.1157024793388,11.3801652892562
"182","NTAGFU0011-53658","2012-05-23",13,6.6198347107438,24.9504132231405,67.504132231405,13
"183","NTAGFU0012-53659","2012-05-07",-4,13.6942148760331,27.3553719008264,57.8264462809917,12.0165289256198
"184","NTAGFU0013-53660","2012-05-23",11,6.43801652892562,28.6694214876033,63.8677685950413,13.1900826446281
"185","NTAGFU0014-53661","2012-05-07",-7,17.4117647058824,20.3176470588235,60.8588235294118,9.36470588235294
"186","NTAGFU0015-53662","2012-05-07",-7,12.0090909090909,20.1636363636364,66.5545454545454,11.9
"187","NTAGFU0016-53663","2012-05-23",7,26.3140495867769,20.1652892561983,52.0826446280992,15
"188","NTAGFU0017-53664","2012-05-23",6,0.305785123966942,42.5950413223141,56.3636363636364,15.1074380165289
"189","NTAGFU0018-53665","2012-05-23",5,6.03305785123967,27.8760330578512,65.2644628099174,15.1570247933884
"190","NTAGFU0019-53666","2012-05-23",5,26.9090909090909,22.4545454545455,49.3636363636364,12.7438016528926
"191","NTAGFU0020-53667","2012-06-15",10,4.00826446280992,41.2809917355372,53.9917355371901,14.8760330578512
"192","NTAGFU0021-53668","2012-06-15",9,11.6776859504132,26.0082644628099,61.1900826446281,13.3223140495868
"193","NTAGFU0022-53669","2012-06-15",8,13.5206611570248,14.1818181818182,71.4462809917355,12.6694214876033
"194","NTAGFU0023-53670","2012-06-15",6,7.51239669421488,41.6942148760331,49.5950413223141,14.3140495867769
"195","NTAGFU0024-53671","2012-06-15",5,14.2727272727273,23.5371900826446,61.2396694214876,12.9586776859504
"196","NTAGFU0025-53672","2012-06-15",5,6.69421487603306,34.9504132231405,57.1570247933884,15.504132231405
"197","NTAGFU0026-53673","2012-05-14",-29,8.12396694214876,37.4132231404959,53.6776859504132,12.5537190082645
"198","NTAGFU0027-53674","2012-06-15",2,13.2479338842975,25.5123966942149,60.0909090909091,12.7107438016529
"199","NTAGFU0028-53675","2012-06-15",1,16.6776859504132,29.6776859504132,52.3140495867769,11.1487603305785
"200","NTAGFU0029-53676","2012-06-15",0,10.504132231405,21.396694214876,67.099173553719,11.4380165289256
"201","NTAGFU0030-53677","2012-06-22",-13,10.5867768595041,30.2479338842975,58.2148760330578,16.0743801652893
"202","NTAGFU0031-53678","2012-07-24",18,8.58677685950413,26.2561983471074,64.1570247933884,13.6776859504132
"203","NTAGFU0032-53679","2012-07-24",17,23.8512396694215,15.4628099173554,59.3801652892562,8.84297520661157
"204","NTAGFU0033-53680","2012-06-22",-16,4.06611570247934,43.0330578512397,51.6528925619835,20.404958677686
"205","NTAGFU0034-53681","2012-07-24",15,18.8347107438017,24.297520661157,55.7272727272727,10.495867768595
"206","NTAGFU0035-53682","2012-07-24",14,15.495867768595,21.3140495867769,62.4628099173554,11.1570247933884
"207","NTAGFU0036-53683","2012-07-15",4,10,24.7107438016529,64.2148760330578,12.8099173553719
"208","NTAGFU0037-53684","2012-07-08",-4,6.84297520661157,26.9173553719008,65.3305785123967,12.1487603305785
